ISIN	Fullname	Index	TER	PEA?	AUM	Replication	Div. freq.	Last div	Quote	Ticker
US4642875318	iShares North American Tech-Multimedia Networking ETF (USD)	S&P North American Tech Networking TR	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 43.15	IGN
US4642875151	iShares North American Tech-Software ETF (USD)	S&P North American Tech Software TR	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 113.57	IGV
US4642875235	iShares PHLX Semiconductor ETF (USD)	PHLX Semiconductor Sector TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 123.06	SOXX
US4642885622	iShares Residential Real Estate Capped ETF (USD)	FTSE NAREIT All Residntl Capped TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 61.76	REZ
US4642876225	iShares Russell 1000 ETF (USD)	Russell 1000 TR USD	0.15%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 126.16	IWB
US4642876142	iShares Russell 1000 Growth ETF (USD)	Russell 1000 Growth TR USD	0.20%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 107.52	IWF
US4642875987	iShares Russell 1000 Value ETF (USD)	Russell 1000 Value TR USD	0.20%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 112.22	IWD
US4642876555	iShares Russell 2000 ETF (USD)	Russell 2000 TR USD	0.20%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 134.41	IWM
US4642876480	iShares Russell 2000 Growth ETF (USD)	Russell 2000 Growth TR USD	0.25%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 155.04	IWO
US4642876308	iShares Russell 2000 Value ETF (USD)	Russell 2000 Value TR USD	0.25%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 117.44	IWN
US4642876894	iShares Russell 3000 ETF (USD)	Russell 3000 TR USD	0.20%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 134.60	IWV
US4642876712	iShares Core Russell U.S. Growth ETF (USD)	Russell 3000 Growth TR USD	0.05%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 43.94	IUSG
US4642876639	iShares Core Russell U.S. Value ETF (USD)	Russell 3000 Value TR USD	0.05%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 49.20	IUSV
US4642874998	iShares Russell Mid-Cap ETF (USD)	Russell Mid Cap TR USD	0.20%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 181.49	IWR
US4642874733	iShares Russell Mid-Cap Value ETF (USD)	Russell Mid Cap Value TR USD	0.25%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 81.10	IWS
US4642874816	iShares Russell Mid-Cap Growth ETF (USD)	Russell Mid Cap Growth TR USD	0.25%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 99.59	IWP
US4642894384	iShares Russell Top 200 Growth ETF (USD)	Russell Top 200 Growth TR USD	0.20%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 57.78	IWY
US4642871010	iShares S&P 100 ETF (USD)	S&P 100 TR	0.20%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 100.48	OEF
US4642873099	iShares S&P 500 Growth ETF (USD)	S&P 500 Growth TR USD	0.18%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 124.33	IVW
US4642874089	iShares S&P 500 Value ETF (USD)	S&P 500 Value TR USD	0.18%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 101.68	IVE
US4642881746	iShares Global Timber & Forestry ETF (USD)	S&P Global Timber and Forestry NR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 54.29	WOOD
US4642895290	iShares India 50 ETF (USD)	Nifty 50 NR USD	0.89%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 28.31	INDY
US4642877058	iShares S&P Mid-Cap 400 Value ETF (USD)	S&P MidCap 400 Value TR USD	0.25%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 146.17	IJJ
US4642876068	iShares S&P Mid-Cap 400 Growth ETF (USD)	S&P MidCap 400 Growth TR USD	0.25%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 183.66	IJK
US4642878791	iShares S&P Small-Cap 600 Value ETF (USD)	S&P SmallCap 600 Value TR USD	0.25%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 138.43	IJS
US4642878874	iShares S&P Small-Cap 600 Growth ETF (USD)	S&P SmallCap 600 Growth TR USD	0.25%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 148.35	IJT
US4642881175	iShares International Treasury Bond ETF (USD)	S&P/Citi Intl Treasury Bond ex US TR USD	0.35%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 91.44	IGOV
US4642881258	iShares 1-3 Year International Treasury Bond ETF (USD)	S&P/Citi Intl Tsy ex US 1-3 Yr TR USD	0.35%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 78.12	ISHG
US4642871689	iShares Select Dividend ETF (USD)	DJ US Select Dividend TR USD	0.40%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 88.72	DVY
US4642881589	iShares Short-Term National Muni Bond ETF (USD)	S&P S/T National AMT Free Muni TR USD	0.25%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 105.37	SUB
US4642886794	iShares Short Treasury Bond ETF (USD)	ICE U.S. Treasury Short Bond TR USD	0.15%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 110.35	SHV
US46428Q1094	iShares Silver Trust (USD)	LBMA Silver Price USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 16.28	SLV
US4642871762	iShares TIPS Bond ETF (USD)	BBgBarc US Treasury US TIPS TR USD	0.20%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 114.34	TIP
US4642871929	iShares Transportation Average ETF (USD)	DJ Transportation Average TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 163.78	IYT
US4642887602	iShares U.S. Aerospace & Defense ETF (USD)	DJ US Select Aerospace&Defense TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 140.72	ITA
US4642878387	iShares U.S. Basic Materials ETF (USD)	DJ US Basic Materials TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 84.83	IYM
US4642887941	iShares U.S. Broker-Dealers & Securities Exchanges ETF (USD)	DJ US Select Investment Svcs TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 49.92	IAI
US4642878122	iShares U.S. Consumer Goods ETF (USD)	DJ US Consumer Goods TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 112.46	IYK
US4642875805	iShares U.S. Consumer Services ETF (USD)	DJ US Consumer Svcs TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 155.34	IYC
US4642877967	iShares U.S. Energy ETF (USD)	DJ US Oil&Gas TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 41.32	IYE
US4642877884	iShares U.S. Financials ETF (USD)	DJ US Financial TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 100.96	IYF
US4642877702	iShares U.S. Financial Services ETF (USD)	DJ US Financial Services TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 105.51	IYG
US4642888287	iShares U.S. Healthcare Providers ETF (USD)	DJ US Select HC Providers TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 131.05	IHF
US4642877629	iShares U.S. Healthcare ETF (USD)	DJ US Health Care TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 147.62	IYH
US4642887529	iShares U.S. Home Construction ETF (USD)	DJ US Select Home Builders TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 27.94	ITB
US4642877546	iShares U.S. Industrials ETF (USD)	DJ US Industrials TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 121.67	IYJ
US4642888105	iShares U.S. Medical Devices ETF (USD)	DJ US Select Medical Equip TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 140.02	IHI
US4642888519	iShares U.S. Oil & Gas Exploration & Production ETF (USD)	DJ US Select Oil Explor&Prodtn TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 65.23	IEO
US4642888444	iShares U.S. Oil Equipment & Services ETF (USD)	DJ US Select Oil Equip&Svcs TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 46.81	IEZ
US4642888360	iShares U.S. Pharmaceuticals ETF (USD)	DJ US Select Pharms TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 142.52	IHE
US4642877397	iShares U.S. Real Estate ETF (USD)	DJ US Real Estate TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 77.62	IYR
US4642887784	iShares U.S. Regional Banks ETF (USD)	DJ US Select Regional Banks TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 44.08	IAT
US4642877215	iShares U.S. Technology ETF (USD)	DJ US Technology TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 123.60	IYW
US4642877132	iShares U.S. Telecommunications ETF (USD)	DJ US Select Telecom TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 35.54	IYZ
US4642876977	iShares U.S. Utilities ETF (USD)	DJ US Utilities TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 123.07	IDU
US4642886877	iShares U.S. Preferred Stock ETF (USD)	S&P Preferred Stock TR USD	0.48%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 37.98	PFF
US46432FAG28	iShares iBonds Mar 2018 Term Corporate ex-Financials ETF (USD)	BBgBarc 2018 Mat Hi Quality Corp TR USD	0.10%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 24.69	IBCC
US46625H3654	JPMorgan Alerian MLP Index ETN (USD)	Alerian MLP PR USD	0.85%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 32.17	AMJ
US72201R7834	PIMCO 0-5 Year High Yield Corporate Bond Index Exchange-Traded Fund (USD)	BofAML 0-5 Yr US HY Constrained TR USD	0.55%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 100.50	HYS
US72201R2058	PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund (USD)	BofAML US Trsy Infl Linked 1-5Y TR USD	0.20%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 52.65	STPZ
US72201R8337	PIMCO Enhanced Short Maturity Active Exchange-Traded Fund (USD)	Not Benchmarked	0.35%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 101.40	MINT
US72201R8667	PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund (USD)	Not Benchmarked	0.35%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 52.98	MUNI
US72201R8170	PIMCO Investment Grade Corporate Bond Index Exchange-Traded Fund (USD)	BofAML US Corp Master TR USD	0.20%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 103.22	CORP
US72201R7750	PIMCO Total Return Active Exchange-Traded Fund (USD)	Not Benchmarked	0.55%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 104.74	BOND
US73935X1467	PowerShares NASDAQ Internet Portfolio (USD)	NASDAQ Internet TR USD	0.60%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 88.29	PNQI
US09348R3003	BLDRS Emerging Markets 50 ADR Index Fund (USD)	BONY Emerging Markets 50 ADR TR USD	0.10%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 34.36	ADRE
US73937B4077	PowerShares Build America Bond Portfolio (USD)	BofAML Build America TR USD	0.28%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 29.36	BAB
US73935X2861	PowerShares Buyback Achievers Portfolio (USD)	NASDAQ US Buyback Achievers TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 50.79	PKW
US73936Q8437	PowerShares CEF Income Composite Portfolio (USD)	S-Network Composite Closed-End TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 22.65	PCEF
US73937B7534	PowerShares Chinese Yuan Dim Sum Bond Portfolio (USD)	Citi Dim Sum (Offshore CNY) Bond USD	0.45%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 22.03	DSUM
US73936B4086	PowerShares DB Agriculture Fund (USD)	DBIQ Diversified Agriculture TR USD	0.85%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 20.89	DBA
US73936B7055	PowerShares DB Base Metals Fund (USD)	DBIQ Optimum Yield Indl Metals TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 15.73	DBB
US73935S1050	PowerShares DB Commodity Index Tracking Fund (USD)	DBIQ Optimum Yield Div Comdt TR USD	0.85%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 15.88	DBC
US73936B1017	PowerShares DB Energy Fund (USD)	DBIQ Optimum Yield Energy TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 13.38	DBE
US73935Y1029	PowerShares DB G10 Currency Harvest Fund (USD)	DB G10 Currency Future Harvest TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 25.36	DBV
US73936B6065	PowerShares DB Gold Fund (USD)	DBIQ Optimum Yield Gold TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 39.06	DGL
US73936B5075	PowerShares DB Oil Fund (USD)	DBIQ Optimum Yield Crude Oil TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 9.43	DBO
US73936B2007	PowerShares DB Precious Metals Fund (USD)	DBIQ Optimum Yield Precious Mtl TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 36.98	DBP
US73936D1072	PowerShares DB US Dollar Index Bullish Fund (USD)	DB Long US Dollar TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 25.92	UUP
US25154H7492	DB Gold Double Long ETN (USD)	DB Liquid Commo-Optimum Yld Gold TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 22.38	DGP
US73935X7324	PowerShares Dividend Achievers™ Portfolio (USD)	NASDAQ US Broad Div Achievers TR USD	0.40%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 23.04	PFM
US73936Q1085	PowerShares DWA Developed Markets Momentum Portfolio (USD)	Dorsey Wright Dev Mrkt Tech Ldrs NR USD	0.80%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 22.00	PIZ
US73936Q2075	PowerShares DWA Emerging Markets Momentum Portfolio (USD)	Dorsey Wright Em Mrkt Tech Ldrs NR USD	0.90%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 15.30	PIE
US73935X3851	PowerShares DWA Energy Momentum Portfolio (USD)	Dorsey Wright Engy Tech Ldrs TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 44.46	PXI
US73935X1533	PowerShares DWA Momentum Portfolio (USD)	Dorsey Wright Technical leaders TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 42.42	PDP
US73936Q7447	PowerShares DWA SmallCap Momentum Portfolio (USD)	DorseyWright SmlCap Tech Leaders TR USD	0.60%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 39.88	DWAS
US73935X8561	PowerShares Dynamic Biotechnology & Genome Portfolio (USD)	Dynamic Biotech&Genome Intellidex TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 39.94	PBE
US73935X8496	PowerShares Dynamic Food & Beverage Portfolio (USD)	Dynamic Food&Beverage Intellidex TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 33.22	PBJ
US73935X6094	PowerShares Dynamic Large Cap Growth Portfolio (USD)	Dynamic Large Cap Grth Intellidex TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 32.66	PWB
US73935X7084	PowerShares Dynamic Large Cap Value Portfolio (USD)	Dynamic Large Cap Value Intellidx TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 33.83	PWV
US73935X7571	PowerShares Dynamic Leisure and Entertainment Portfolio (USD)	Dynamic Leis&Entertnmt Intellidex TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 40.54	PEJ
US73935X8231	PowerShares Dynamic Media Portfolio (USD)	Dynamic Media Intellidex TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 27.08	PBS
US73935X7993	PowerShares Dynamic Pharmaceuticals Portfolio (USD)	Dynamic Pharmaceutical Intellidex TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 56.19	PJP
US73936T5737	PowerShares Emerging Markets Sovereign Debt Portfolio (USD)	DB EM US Balanced Liquid TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 28.83	PCY
US73936Q7694	PowerShares Senior Loan Portfolio (USD)	S&P/LSTA U.S. Leveraged Loan 100 TR USD	0.65%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 23.35	BKLN
US73935X2291	PowerShares Financial Preferred Portfolio (USD)	Wells Fargo Hybrid&Pref Secs Finc TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 18.32	PGF
US73935X5831	PowerShares FTSE RAFI US 1000 Portfolio (USD)	FTSE RAFI US 1000 TR USD	0.29%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 100.12	PRF
US73936T7899	PowerShares FTSE RAFI Developed Markets ex-U.S. Portfolio (USD)	FTSE RAFI Dvlp ex US 1000 TR USD	0.45%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 38.80	PXF
US73936T7634	PowerShares FTSE RAFI Emerging Markets Portfolio (USD)	FTSE RAFI Emerging TR USD	0.49%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 19.21	PXH
US73935X5674	PowerShares FTSE RAFI US 1500 Small-Mid Portfolio (USD)	FTSE RAFI US Mid Small 1500 TR USD	0.29%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 115.16	PRFZ
US73936T6230	PowerShares Global Water Portfolio (USD)	NASDAQ OMX Global Water TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 21.13	PIO
US73935X4016	PowerShares Golden Dragon China Portfolio (USD)	NASDAQ Golden Dragon China TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 30.78	PGJ
US73935X3026	PowerShares High Yield Equity Dividend Achievers™ Portfolio (USD)	NASDAQ US Dividend Achievers 50 TR USD	0.40%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 16.90	PEY
US73936T5570	PowerShares Fundamental High Yield Corporate Bond Portfolio (USD)	RAFI Bonds US High Yield 1-10 TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 18.82	PHB
US73935L1008	PowerShares India Portfolio (USD)	Indus India	0.78%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 19.93	PIN
US73936T4748	PowerShares National AMT-Free Municipal Bond Portfolio (USD)	BofAML NatnlInsr LT CorePlus Muni TR USD	0.28%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 25.26	PZA
US73936Q8353	PowerShares International Corporate Bond Portfolio (USD)	S&P International Corporate Bond TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 24.65	PICB
US73935X7167	PowerShares International Dividend Achievers Portfolio (USD)	NASDAQ Int'l Dividend Achievers TR USD	0.40%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 14.98	PID
US73937B7468	PowerShares KBW Bank Portfolio (USD)	KBW Nasdaq Bank TR USD	0.35%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 46.27	KBWB
US73936Q7934	PowerShares KBW High Dividend Yield Financial Portfolio (USD)	KBW Nasdaq Fin Sector Divi Yield TR USD	0.35%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 23.24	KBWD
US73935X1954	PowerShares Global Listed Private Equity Portfolio (USD)	Red Rocks Gbl Listed Private Eqty TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 11.39	PSP
US73936T5653	PowerShares Preferred Portfolio (USD)	BofAML Core plus Fxd Rate Pre Sec TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 14.52	PGX
US73935A1043	PowerShares QQQ (USD)	NASDAQ 100 TR USD	0.06%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 122.79	QQQ
US73936G3083	PowerShares S&P 500 BuyWrite Portfolio (USD)	CBOE S&P 500 BuyWrite BXM	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 21.55	PBP
US73935B8054	PowerShares S&P 500 Downside Hedged Portfolio (USD)	Not Benchmarked	0.39%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 24.25	PHDG
US73937B8292	PowerShares S&P 500 High Beta Portfolio (USD)	S&P 500 High Beta TR USD	0.25%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 37.07	SPHB
US73935X6821	PowerShares S&P 500® Quality Portfolio (USD)	S&P 500 Quality TR USD	0.29%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 26.24	SPHQ
US73937B7799	PowerShares S&P 500 Low Volatility Portfolio (USD)	S&P 500 Low Volatility TR USD	0.25%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 41.70	SPLV
US73937B6627	PowerShares S&P Emerging Markets Low Volatility Portfolio (USD)	S&P BMI EM Low Volatility NR USD	0.45%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 21.43	EELV
US73937B8862	PowerShares S&P SmallCap Health Care Portfolio (USD)	S&P Small 600 Cap HealthCare TR USD	0.29%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 73.32	PSCH
US73937B8607	PowerShares S&P SmallCap Information Technology Portfolio (USD)	S&P Small 600 Cap Info Tech TR USD	0.29%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 69.60	PSCT
US73935X5757	PowerShares Water Resources Portfolio (USD)	NASDAQ OMX US Water TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 24.83	PHO
US73935X5005	PowerShares WilderHill Clean Energy Portfolio (USD)	WilderHill Clean Energy TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 3.79	PBW
US73935X1046	PowerShares Dynamic Market Portfolio (USD)	Dynamic Market Intellidex TR USD	0.50%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 80.44	PWC
US74347R2489	ProShares Large Cap Core Plus (USD)	Credit Suisse 130/30 Large Cap	0.45%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 55.87	CSM
US74347X8496	ProShares Short 20+ Year Treasury (USD)	ICE U.S. Treasury 20+ Year Bond TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 23.25	TBF
US74347R7017	ProShares Short Dow30 (USD)	DJ Industrial Average TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 18.97	DOG
US74347R3966	ProShares Short MSCI Emerging Markets (USD)	MSCI EM GR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 23.82	EUM
US74347B4251	ProShares Short S&P500 (USD)	S&P 500 TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 36.11	SH
US74347W6277	ProShares Short VIX Short-Term Futures ETF (USD)	S&P 500 VIX Short Term Futures TR USD	0.95%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 107.50	SVXY
US74347R1804	ProShares Ultra 7-10 Year Treasury (USD)	ICE U.S. Treasury 7-10 Year Bond TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 57.13	UST
US74347R3057	ProShares Ultra Dow30 (USD)	DJ Industrial Average TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 83.91	DDM
US74347X6334	ProShares Ultra Financials (USD)	DJ US Financial TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 91.57	UYG
US74347R2067	ProShares Ultra QQQ (USD)	NASDAQ 100 TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 92.33	QLD
US74347X6250	ProShares Ultra Real Estate (USD)	DJ US Real Estate TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 116.26	URE
US74347R8429	ProShares Ultra Russell2000 (USD)	Russell 2000 TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 110.39	UWM
US74347R1077	ProShares Ultra S&P500 (USD)	S&P 500 TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 77.91	SSO
US74347X8314	ProShares UltraPro QQQ (USD)	NASDAQ 100 TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 70.57	TQQQ
US74347X7993	ProShares UltraPro Russell2000 (USD)	Russell 2000 TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 116.66	URTY
US74347X8645	ProShares UltraPro S&P500 (USD)	S&P 500 TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 84.66	UPRO
US74348A5902	ProShares UltraShort Dow30 (USD)	DJ Industrial Average TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 14.11	DXD
US74347W6681	ProShares UltraShort Bloomberg Crude Oil (USD)	Bloomberg Sub WTI Crude Oil TR USD	0.95%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 32.94	SCO
US74347W8828	ProShares UltraShort Euro (USD)	EUR/USD TR USD	0.95%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 26.18	EUO
US74347R3131	ProShares UltraShort 7-10 Year Treasury (USD)	ICE U.S. Treasury 7-10 Year Bond TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 22.09	PST
US74347B2016	ProShares UltraShort 20+ Year Treasury (USD)	ICE U.S. Treasury 20+ Year Bond TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 38.58	TBT
US74347B3006	ProShares UltraShort S&P500 (USD)	S&P 500 TR USD	0.75%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 14.75	SDS
US74347W5691	ProShares UltraShort Yen (USD)	JPY USD	0.95%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 74.44	YCS
US23129U1016	CurrencyShares® Australian Dollar Trust (USD)	WM/Reuters AUD Closing Spot Rate TR USD	0.40%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 75.65	FXA
US23129X1054	CurrencyShares® Canadian Dollar Trust (USD)	WM/Reuters CAD Closing Spot Rate TR USD	0.40%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 75.68	FXC
US23130C1080	CurrencyShares® Euro Trust (USD)	EuroWM/Reuters €Closing Spot Rate TR USD	0.40%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 103.95	FXE
US23129V1098	CurrencyShares® Swiss Franc Trust (USD)	WM/Reuters CHF Closing Spot Rate TR USD	0.40%	?	-	UNKNOWN	UNKNOWN	UNKNOWN	USD 95.16	FXF
